Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP00550,Sales,56,28527,14,58.3,77,Yes
EMP00551,Support,39,133957,2,54.6,68,No
EMP00552,IT,47,113208,15,34.2,58,No
EMP00553,Sales,37,111332,4,51.5,69,No
EMP00554,Marketing,25,83860,19,44.4,79,Yes
EMP00555,Finance,53,146044,13,46.3,82,Yes
EMP00556,Support,55,102833,20,57.4,85,Yes
EMP00557,HR,36,111193,11,35.0,61,No
EMP00558,Finance,57,109545,20,42.0,91,Yes
EMP00559,Marketing,48,38886,0,33.0,25,No
EMP00560,Sales,54,98137,18,50.6,78,Yes
EMP00561,Operations,44,76266,14,53.2,84,Yes
EMP00562,HR,53,44758,11,59.9,81,Yes
EMP00563,Operations,39,79522,2,33.5,52,No
EMP00564,IT,30,70656,9,40.3,68,No
EMP00565,Operations,54,88298,11,44.3,65,No
EMP00566,Operations,49,66800,2,39.0,53,No
EMP00567,Support,28,27960,10,49.4,75,Yes
EMP00568,IT,31,146886,7,45.5,61,No
EMP00569,Support,42,98380,13,58.8,76,Yes
EMP00570,Sales,46,107543,5,35.6,51,No
EMP00571,Marketing,46,28826,19,56.5,93,Yes
EMP00572,Finance,48,75965,0,51.1,42,No
EMP00573,IT,25,100674,3,54.0,62,No
EMP00574,Operations,44,67727,6,43.7,48,No
EMP00575,Marketing,52,94168,20,39.4,76,Yes
EMP00576,Sales,46,101939,3,40.4,58,No
EMP00577,HR,60,47613,9,57.6,78,Yes
EMP00578,IT,29,66049,3,37.2,31,No
EMP00579,Marketing,44,115890,4,45.3,51,No
EMP00580,Operations,29,100340,12,42.7,66,No
EMP00581,Marketing,55,115889,20,57.9,87,Yes
EMP00582,Support,31,89178,9,34.2,47,No
EMP00583,HR,49,106187,1,56.0,73,No
EMP00584,Marketing,52,42895,6,54.5,81,No
EMP00585,Sales,53,110599,15,42.3,72,No
EMP00586,Support,49,89054,5,32.5,27,No
EMP00587,Finance,35,63284,1,38.2,42,No
EMP00588,Support,31,127333,14,47.0,84,Yes
EMP00589,Finance,52,97053,16,33.4,53,No
EMP00590,HR,55,132909,11,46.3,77,Yes
EMP00591,Operations,49,96611,6,59.7,59,No
EMP00592,Support,36,64021,1,43.5,41,No
EMP00593,IT,26,82549,3,53.3,51,No
EMP00594,Operations,58,115326,11,55.8,81,Yes
EMP00595,Support,48,46755,19,34.2,63,No
EMP00596,Finance,34,130570,1,47.1,51,No
EMP00597,Finance,59,95617,5,39.7,56,No
EMP00598,Operations,39,100069,8,58.6,75,Yes
EMP00599,Support,27,42771,13,57.6,76,Yes
EMP00600,Finance,29,116937,4,37.5,52,No
EMP00601,Operations,36,124807,12,44.7,71,No
EMP00602,Operations,38,107288,13,41.3,54,No
EMP00603,Finance,26,77802,16,52.5,91,Yes
EMP00604,Support,50,149551,15,39.8,54,No
EMP00605,Finance,26,120804,14,49.0,84,Yes
EMP00606,Sales,25,129291,17,41.9,90,Yes
EMP00607,Finance,34,89843,8,39.7,49,No
EMP00608,Support,56,100750,4,47.0,55,No
EMP00609,Support,42,142198,1,31.4,38,No
EMP00610,Sales,50,27134,3,57.9,53,No
EMP00611,IT,50,25088,13,36.1,69,No
EMP00612,Finance,40,45837,8,32.8,44,No
EMP00613,Operations,26,73738,20,35.0,72,No
EMP00614,Operations,40,120156,7,42.9,43,No
EMP00615,Marketing,27,25142,6,44.3,45,No
EMP00616,Finance,35,93084,14,30.3,65,No
EMP00617,HR,28,137766,13,50.8,76,Yes
EMP00618,HR,35,75209,2,51.9,43,No
EMP00619,Support,41,73177,9,34.1,61,No
EMP00620,HR,29,109092,4,32.1,43,No
EMP00621,IT,60,110199,5,43.2,61,No
EMP00622,Support,30,145572,13,48.5,73,No
EMP00623,Marketing,34,36362,3,34.2,28,No
EMP00624,IT,45,71076,13,39.4,54,No
EMP00625,Marketing,38,109491,2,37.4,45,No
EMP00626,Finance,59,62345,0,55.4,61,No
EMP00627,Sales,34,92862,19,45.3,91,Yes
EMP00628,IT,39,109694,1,53.5,65,No
EMP00629,Marketing,52,75578,3,37.2,48,No
EMP00630,Finance,25,94243,0,59.6,73,No
EMP00631,Operations,29,75703,18,42.6,80,Yes
EMP00632,HR,32,124972,15,58.6,97,Yes
EMP00633,HR,22,101986,2,30.4,25,No
EMP00634,Operations,24,149345,12,45.2,74,No
EMP00635,HR,53,125546,13,42.7,65,No
EMP00636,Finance,55,95471,19,34.6,59,No
EMP00637,Marketing,26,92017,6,59.2,60,No
EMP00638,Operations,41,76213,18,49.0,96,Yes
EMP00639,IT,25,65654,13,51.9,89,Yes
EMP00640,Sales,24,57044,2,57.7,49,No
EMP00641,Operations,60,104800,1,39.3,49,No
EMP00642,HR,32,40655,0,51.2,58,No
EMP00643,Support,31,90065,11,45.7,77,Yes
EMP00644,Support,37,46884,11,33.8,64,No
EMP00645,Finance,38,121067,3,53.1,44,No
EMP00646,Marketing,48,60649,16,31.9,70,No
EMP00647,Sales,25,90031,14,45.3,59,No
EMP00648,HR,57,46873,11,34.7,65,No
EMP00649,HR,57,113358,3,36.9,43,No
EMP00650,Finance,23,137550,0,37.3,37,No
EMP00651,Support,45,145615,4,35.4,58,No
EMP00652,IT,23,97465,20,42.6,77,Yes
EMP00653,Marketing,47,145042,10,38.1,45,No
EMP00654,IT,44,40650,16,50.2,68,No
EMP00655,Sales,35,130426,16,59.4,100,Yes
EMP00656,Support,25,139948,14,56.0,93,Yes
EMP00657,Finance,40,67899,2,46.6,35,No
EMP00658,Marketing,33,63219,18,53.5,97,Yes
EMP00659,Support,36,85807,11,47.8,69,No
EMP00660,IT,33,121005,17,52.8,78,Yes
EMP00661,Finance,21,147211,13,30.7,58,No
EMP00662,Sales,21,149648,10,30.0,56,No
EMP00663,Sales,40,38624,6,45.9,49,No
EMP00664,HR,52,32850,4,51.3,46,No
EMP00665,Finance,35,142609,16,42.4,87,Yes
EMP00666,IT,50,123028,2,47.4,52,No
EMP00667,Operations,46,34808,18,47.0,81,Yes
EMP00668,Support,29,56034,9,37.8,50,No
EMP00669,IT,46,116845,10,39.5,52,No
EMP00670,Marketing,25,148673,6,34.1,55,No
EMP00671,Finance,27,45369,3,34.9,39,No
EMP00672,IT,47,40825,17,40.7,83,Yes
EMP00673,HR,49,65410,14,38.0,54,No
EMP00674,Marketing,31,130853,9,54.8,79,Yes
EMP00675,IT,23,53183,10,34.4,61,No
EMP00676,Finance,43,76936,16,31.5,57,No
EMP00677,Operations,32,29073,12,55.6,81,Yes
EMP00678,Support,56,57748,3,43.9,59,No
EMP00679,IT,29,40919,0,31.9,40,No
EMP00680,Operations,29,50969,12,41.2,70,No
EMP00681,HR,26,101326,18,37.8,84,Yes
EMP00682,Support,22,33450,6,57.1,68,No
EMP00683,Sales,29,37055,10,33.7,68,No
EMP00684,Sales,24,47018,18,43.0,87,Yes
EMP00685,Finance,52,28864,12,50.5,64,No
EMP00686,IT,34,144053,5,38.2,47,No
EMP00687,Finance,23,105492,19,48.5,91,Yes
EMP00688,Finance,52,79000,17,44.4,65,No
EMP00689,Support,45,42987,13,36.0,75,Yes
EMP00690,Support,54,57656,20,59.8,100,Yes
EMP00691,Sales,22,75134,11,44.4,76,Yes
EMP00692,Finance,43,144626,18,45.1,78,Yes
EMP00693,Support,32,28416,10,47.9,52,No
EMP00694,Marketing,38,32679,15,45.9,84,Yes
EMP00695,Finance,35,45922,3,37.4,35,No
EMP00696,IT,55,131992,1,52.9,69,No
EMP00697,Support,57,135953,12,40.6,75,Yes
EMP00698,Operations,32,48081,7,47.8,71,No
EMP00699,Finance,43,144797,18,30.8,73,No
EMP00700,Support,57,98873,4,46.9,45,No
EMP00701,HR,52,96057,9,35.3,39,No
EMP00702,Sales,24,55490,19,36.6,75,Yes
EMP00703,Finance,21,68481,19,36.0,63,No
EMP00704,Marketing,32,145426,10,31.8,40,No
EMP00705,Finance,30,126497,3,55.4,73,No
EMP00706,Finance,25,73967,12,47.6,66,No
EMP00707,Support,41,42884,5,52.0,60,No
EMP00708,Marketing,52,110089,10,35.2,70,No
EMP00709,Support,60,128152,11,36.7,61,No
EMP00710,IT,32,74595,9,52.0,64,No
EMP00711,Marketing,32,120529,0,58.5,73,No
EMP00712,Finance,46,136510,18,31.0,71,No
EMP00713,Sales,60,53953,20,47.0,100,Yes
EMP00714,IT,30,68406,2,37.1,36,No
EMP00715,Sales,26,132696,20,51.9,86,Yes
EMP00716,Finance,21,59761,6,37.5,36,No
EMP00717,Sales,37,128156,3,51.6,43,No
EMP00718,Sales,49,121021,13,59.1,98,Yes
EMP00719,HR,52,140575,12,40.5,61,No
EMP00720,IT,51,128380,18,49.5,91,Yes
EMP00721,Finance,31,84151,2,54.0,44,No
EMP00722,Finance,22,66774,8,58.5,61,No
EMP00723,Marketing,31,141382,12,34.8,45,No
EMP00724,Sales,26,69295,19,59.6,100,Yes
EMP00725,Sales,22,81534,20,34.9,87,Yes
EMP00726,Sales,31,32019,3,39.9,36,No
EMP00727,Finance,56,119638,17,38.0,66,No
EMP00728,Support,36,37571,1,41.8,45,No
EMP00729,HR,52,45131,1,40.8,40,No
EMP00730,HR,39,132989,20,48.0,79,Yes
EMP00731,Sales,22,52125,5,49.1,46,No
EMP00732,Operations,28,65416,12,44.1,81,Yes
EMP00733,Finance,37,36945,20,46.3,76,Yes
EMP00734,Sales,45,73418,5,43.4,46,No
EMP00735,HR,50,59524,7,55.1,72,No
EMP00736,Support,30,123596,3,32.6,34,No
EMP00737,Support,55,79262,18,36.8,58,No
EMP00738,Operations,45,132270,16,42.6,76,Yes
EMP00739,Sales,51,100066,7,44.3,45,No
EMP00740,Marketing,23,90811,18,57.0,100,Yes
EMP00741,IT,60,44326,3,58.5,63,No
EMP00742,HR,31,52772,6,33.8,43,No
EMP00743,Finance,48,51465,20,34.4,78,Yes
EMP00744,Sales,41,144380,2,32.6,38,No
EMP00745,Support,56,67746,8,45.6,75,Yes
EMP00746,Sales,21,128094,19,47.6,95,Yes
EMP00747,Marketing,28,79321,4,34.4,45,No
EMP00748,Support,27,146232,3,46.9,40,No
EMP00749,Sales,39,138701,17,56.4,100,Yes
EMP00750,Sales,37,75206,20,44.6,88,Yes
EMP00751,Marketing,23,47570,8,42.1,62,No
EMP00752,Operations,46,30083,12,56.7,75,Yes
EMP00753,Finance,36,31460,15,57.6,100,Yes
EMP00754,Sales,22,69284,9,39.3,68,No
EMP00755,Sales,27,138888,7,34.0,56,No
EMP00756,IT,41,60313,13,48.1,61,No
EMP00757,Marketing,49,52707,13,52.2,87,Yes
EMP00758,HR,44,132612,1,45.5,37,No
EMP00759,Support,40,118004,16,42.1,83,Yes
EMP00760,Support,54,140255,18,30.9,57,No
EMP00761,HR,33,134704,1,37.5,38,No
EMP00762,Sales,44,117357,6,38.2,61,No
EMP00763,HR,53,77028,20,57.7,100,Yes
EMP00764,Support,36,73819,15,47.8,67,No
EMP00765,Support,51,101923,17,40.5,64,No
EMP00766,HR,37,123167,2,38.6,39,No
EMP00767,Support,31,136912,18,53.4,80,Yes
EMP00768,Operations,35,109853,7,50.3,57,No
EMP00769,Support,47,92276,0,55.9,70,No
EMP00770,Support,21,87140,4,49.4,61,No
EMP00771,Finance,21,54329,8,48.3,79,Yes
EMP00772,Finance,38,80549,12,55.5,78,Yes
EMP00773,Marketing,34,86171,9,50.3,79,Yes
EMP00774,Support,46,101609,3,30.2,42,No
EMP00775,Finance,44,98591,20,47.8,81,Yes
EMP00776,Operations,27,88142,2,40.1,37,No
EMP00777,Operations,41,137917,8,37.8,60,No
EMP00778,HR,40,49688,4,45.5,45,No
EMP00779,HR,59,77965,10,50.4,78,Yes
EMP00780,Sales,52,63745,8,57.2,70,No
EMP00781,Operations,23,101418,18,54.5,85,Yes
EMP00782,Operations,35,114957,17,49.1,83,Yes
EMP00783,Operations,43,91494,9,55.4,84,Yes
EMP00784,Operations,56,48741,9,32.9,39,No
EMP00785,Operations,37,120051,17,52.9,76,Yes
EMP00786,Operations,42,110778,2,36.7,32,No
EMP00787,Finance,40,80112,10,41.2,64,No
EMP00788,Operations,50,136570,3,44.1,62,No
EMP00789,IT,58,101062,19,32.1,83,Yes
EMP00790,HR,53,40704,12,45.9,67,No
EMP00791,Sales,30,43004,6,40.3,55,No
EMP00792,Finance,30,66469,5,53.4,63,No
EMP00793,Finance,32,66079,20,31.7,70,No
EMP00794,Sales,34,124771,5,47.3,47,No
EMP00795,Sales,26,41961,19,43.0,79,Yes
EMP00796,IT,48,87573,12,30.1,56,No
EMP00797,Support,44,149527,0,56.8,65,No
EMP00798,Operations,54,49979,0,50.3,55,No
EMP00799,Sales,36,54657,11,39.4,49,No
EMP00800,HR,53,102158,9,35.0,64,No
EMP00801,Marketing,40,149316,9,43.7,62,No
EMP00802,Finance,54,69280,13,56.6,71,No
EMP00803,Support,52,72087,6,34.9,60,No
EMP00804,IT,46,27506,7,36.7,39,No
EMP00805,Operations,22,102292,16,35.1,63,No
EMP00806,Marketing,23,74177,20,37.7,79,Yes
EMP00807,Support,24,102846,1,49.9,56,No
EMP00808,HR,22,31322,3,42.5,45,No
EMP00809,Operations,56,58126,15,51.1,72,No
EMP00810,Marketing,21,64467,13,49.8,81,Yes
EMP00811,Support,38,106631,19,51.0,87,Yes
EMP00812,Support,27,92054,19,33.5,59,No
EMP00813,Finance,27,90239,6,48.3,69,No
EMP00814,IT,54,51433,11,51.1,67,No
EMP00815,Sales,23,96845,15,57.3,94,Yes
EMP00816,HR,42,55737,0,30.4,17,No
EMP00817,Support,57,112690,15,34.5,51,No
EMP00818,IT,53,34836,3,57.1,68,No
EMP00819,Support,50,63800,8,43.9,47,No
EMP00820,Support,32,139575,1,55.6,53,No
EMP00821,HR,41,80836,3,32.8,47,No
EMP00822,Finance,21,136673,4,49.9,47,No
EMP00823,Operations,43,142247,14,58.7,79,Yes
EMP00824,Sales,26,73840,10,35.5,52,No
EMP00825,Support,50,60629,12,50.7,74,No
EMP00826,Operations,47,110045,5,33.4,50,No
EMP00827,Marketing,24,148531,5,33.1,57,No
EMP00828,Marketing,51,130154,18,50.4,76,Yes
EMP00829,Operations,45,127126,11,48.3,82,Yes
EMP00830,Sales,29,88318,15,33.4,61,No
EMP00831,Operations,23,33301,8,49.6,50,No
EMP00832,Operations,54,125601,18,51.7,79,Yes
EMP00833,HR,42,93039,16,50.6,86,Yes
EMP00834,Operations,48,111732,7,44.5,64,No
EMP00835,HR,45,44484,17,56.8,94,Yes
EMP00836,Support,21,109331,5,45.2,55,No
EMP00837,Finance,52,138956,5,32.2,42,No
EMP00838,Marketing,36,68371,8,31.5,39,No
EMP00839,Support,45,77858,7,32.4,45,No
EMP00840,Finance,57,83733,2,55.7,58,No
EMP00841,Sales,28,90191,20,30.5,67,No
EMP00842,Support,23,98024,17,30.0,51,No
EMP00843,Marketing,59,106142,20,39.1,80,Yes
EMP00844,Support,34,110799,14,58.5,82,Yes
EMP00845,Marketing,24,132031,7,55.3,64,No
EMP00846,Operations,60,103636,15,51.5,77,Yes
EMP00847,HR,49,39945,3,52.8,50,No
EMP00848,Marketing,42,71548,20,58.9,92,Yes
EMP00849,Sales,54,74006,3,31.4,27,No
EMP00850,IT,29,132720,13,33.2,63,No
EMP00851,Support,33,40826,12,36.5,71,No
EMP00852,HR,33,118950,10,33.2,51,No
EMP00853,Marketing,58,41150,14,43.7,74,No
EMP00854,Marketing,29,90382,0,45.9,31,No
EMP00855,Support,48,134945,18,44.5,81,Yes
EMP00856,IT,32,115677,18,35.2,82,Yes
EMP00857,Marketing,27,75778,19,48.2,81,Yes
EMP00858,IT,45,79875,19,57.5,100,Yes
EMP00859,Support,38,77149,10,59.1,78,Yes
EMP00860,Operations,29,43111,13,48.1,87,Yes
EMP00861,Operations,53,64179,17,55.8,96,Yes
EMP00862,Operations,56,107913,6,36.0,52,No
EMP00863,Operations,39,114995,11,57.6,68,No
EMP00864,Operations,32,91046,17,50.8,79,Yes
EMP00865,Marketing,28,124716,11,46.9,71,No
EMP00866,Sales,47,113374,17,38.6,84,Yes
EMP00867,HR,21,93515,3,30.8,25,No
EMP00868,Finance,24,51201,8,52.5,58,No
EMP00869,IT,37,44192,1,50.7,46,No
EMP00870,Marketing,55,29234,11,54.4,64,No
EMP00871,Sales,56,138356,7,52.3,68,No
EMP00872,Sales,36,91967,9,50.8,54,No
EMP00873,HR,45,79600,10,59.0,65,No
EMP00874,Support,37,51619,19,56.1,100,Yes
EMP00875,Operations,49,133787,7,57.3,78,No
EMP00876,IT,44,123973,18,46.4,86,Yes
EMP00877,HR,33,63558,14,35.3,69,No
EMP00878,Sales,32,47779,16,33.6,51,No
EMP00879,Support,38,97954,8,33.9,52,No
EMP00880,IT,37,25739,10,44.0,78,Yes
EMP00881,Operations,23,45146,10,47.9,76,Yes
EMP00882,Marketing,60,135512,9,44.7,65,No
EMP00883,IT,43,34552,10,45.8,80,Yes
EMP00884,Marketing,54,33936,16,34.8,68,No
EMP00885,Operations,46,37051,11,36.6,49,No
EMP00886,Support,42,68393,11,38.8,75,Yes
EMP00887,Support,60,94533,15,59.9,100,Yes
EMP00888,Operations,21,40036,11,43.4,78,Yes
EMP00889,Operations,60,145403,19,37.3,61,No
EMP00890,Operations,41,74987,3,41.6,49,No
EMP00891,Marketing,39,28238,16,54.7,82,Yes
EMP00892,Operations,53,83400,15,31.3,74,No
EMP00893,IT,33,66984,16,32.5,52,No
EMP00894,Operations,55,94888,0,48.8,39,No
EMP00895,Marketing,34,138370,13,55.1,72,No
EMP00896,HR,48,109746,2,52.4,45,No
EMP00897,HR,50,118961,10,31.1,38,No
EMP00898,Support,32,129099,8,46.7,65,No
EMP00899,Operations,35,144404,8,42.2,57,No
EMP00900,HR,46,81757,10,30.5,56,No
EMP00901,Support,55,25773,20,51.6,78,Yes
EMP00902,HR,58,30965,2,40.7,45,No
EMP00903,Support,39,128139,9,48.2,60,No
EMP00904,Sales,49,74992,12,54.7,63,No
EMP00905,Support,31,94922,7,34.1,45,No
EMP00906,Support,55,63663,20,34.3,80,Yes
EMP00907,IT,44,149448,0,46.6,48,No
EMP00908,Marketing,28,30475,0,47.2,44,No
EMP00909,Operations,56,149122,2,39.1,51,No
EMP00910,Marketing,43,52752,13,57.2,95,Yes
EMP00911,Finance,30,46096,5,36.6,57,No
EMP00912,Support,33,40023,5,50.1,63,No
EMP00913,HR,24,136593,17,43.8,79,Yes
EMP00914,Operations,39,113039,2,37.5,32,No
EMP00915,Operations,58,88857,10,40.7,66,No
EMP00916,IT,36,38113,9,48.6,79,Yes
EMP00917,Finance,41,88682,14,39.9,73,No
EMP00918,Finance,58,44974,18,47.0,93,Yes
EMP00919,IT,48,47103,0,39.4,49,No
EMP00920,Finance,48,61264,11,34.0,64,No
EMP00921,Sales,51,85666,14,40.8,62,No
EMP00922,Support,56,39264,5,49.4,46,No
EMP00923,Finance,38,137553,4,56.7,55,No
EMP00924,Marketing,25,120345,2,56.8,72,No
EMP00925,Marketing,22,131514,18,47.4,92,Yes
EMP00926,Marketing,34,143791,1,46.5,50,No
EMP00927,Support,51,110709,4,41.0,41,No
EMP00928,Marketing,58,121105,9,34.0,53,No
EMP00929,IT,26,77007,11,45.1,73,No
EMP00930,Sales,60,114674,5,52.7,51,No
EMP00931,Support,31,48480,18,58.5,100,Yes
EMP00932,IT,30,121458,15,58.2,74,No
EMP00933,HR,52,55375,2,37.9,33,No
EMP00934,Sales,34,92880,11,41.6,77,Yes
EMP00935,Marketing,23,30230,20,39.7,86,Yes
EMP00936,IT,38,134428,8,47.4,66,No
EMP00937,Support,45,110678,12,41.0,70,No
EMP00938,IT,25,92720,8,41.3,71,No
EMP00939,Sales,54,78194,11,54.5,72,No
EMP00940,IT,51,141283,19,30.2,81,Yes
EMP00941,Finance,49,46706,7,32.3,51,No
EMP00942,Operations,34,44692,5,34.7,48,No
EMP00943,Operations,28,111652,7,42.4,51,No
EMP00944,IT,28,88113,15,44.4,77,Yes
EMP00945,Marketing,47,27942,7,31.3,48,No
EMP00946,Marketing,31,42658,20,45.4,98,Yes
EMP00947,Marketing,30,32328,5,37.7,37,No
EMP00948,Operations,46,103558,18,49.1,98,Yes
EMP00949,Sales,39,149158,2,36.5,44,No
EMP00950,IT,51,47356,7,54.9,72,No
EMP00951,Finance,58,132538,5,48.7,59,No
EMP00952,Marketing,31,119920,10,57.7,81,Yes
EMP00953,HR,25,55122,12,41.6,53,No
EMP00954,IT,33,93512,16,50.5,93,Yes
EMP00955,Marketing,59,37622,5,44.3,58,No
EMP00956,HR,23,140048,17,45.1,67,No
EMP00957,Support,51,111427,4,57.1,67,No
EMP00958,Finance,21,142567,20,42.9,80,Yes
EMP00959,Support,23,116441,16,42.9,89,Yes
EMP00960,Operations,51,128488,12,40.5,74,No
EMP00961,Support,57,37807,13,34.0,60,No
EMP00962,Marketing,35,144286,2,38.5,55,No
EMP00963,Support,47,58791,6,30.2,50,No
EMP00964,Sales,21,100757,16,33.5,50,No
EMP00965,IT,34,115146,10,42.3,50,No
EMP00966,Marketing,48,110403,18,37.6,85,Yes
EMP00967,Sales,48,99012,11,48.4,76,Yes
EMP00968,IT,34,79162,17,53.5,87,Yes
EMP00969,Marketing,44,98281,17,44.5,72,No
EMP00970,Support,43,126475,12,52.1,88,Yes
EMP00971,IT,28,123017,7,43.4,64,No
EMP00972,Support,27,53109,16,42.0,69,No
EMP00973,Operations,56,105481,1,34.8,51,No
EMP00974,Marketing,21,130430,2,54.7,58,No
EMP00975,HR,48,36552,2,37.9,37,No
EMP00976,Marketing,59,29948,12,57.9,78,Yes
EMP00977,Support,54,62548,19,31.7,78,Yes
EMP00978,Support,32,108924,15,43.2,64,No
EMP00979,Marketing,54,62487,6,31.0,47,No
EMP00980,HR,54,116547,7,48.5,68,No
EMP00981,HR,44,56359,20,30.0,60,No
EMP00982,Sales,38,127193,12,40.6,61,No
EMP00983,HR,58,51255,16,30.5,69,No
EMP00984,Marketing,26,97036,9,51.8,71,No
EMP00985,IT,43,70544,8,36.8,67,No
EMP00986,IT,50,146859,12,47.2,64,No
EMP00987,Finance,47,91353,3,46.8,53,No
EMP00988,Finance,42,149127,3,54.1,75,No
EMP00989,Sales,55,131580,18,37.5,72,No
EMP00990,Support,57,88390,7,52.7,81,No
EMP00991,HR,50,114337,14,56.9,96,Yes
EMP00992,Support,51,40239,8,32.0,53,No
EMP00993,Finance,35,113724,7,54.0,66,No
EMP00994,IT,54,95208,0,51.0,44,No
EMP00995,Finance,39,37190,12,50.2,85,Yes
EMP00996,IT,25,97686,5,44.3,50,No
EMP00997,IT,57,60268,5,58.4,74,No
EMP00998,Support,52,121614,6,37.0,41,No
EMP00999,Support,37,52102,7,36.1,42,No
EMP01000,HR,60,71665,4,53.4,49,No
EMP01001,HR,52,105455,0,52.9,54,No
EMP01002,Marketing,51,73653,19,39.5,90,Yes
EMP01003,Marketing,38,89330,5,59.5,83,No
EMP01004,HR,38,77150,7,52.5,55,No
EMP01005,HR,54,129761,13,44.3,72,No
EMP01006,IT,53,70519,12,55.8,88,Yes
EMP01007,HR,50,40776,16,43.8,82,Yes
EMP01008,Finance,21,113356,6,41.4,41,No
EMP01009,IT,44,105318,8,35.6,44,No
EMP01010,Sales,38,86780,19,40.3,68,No
EMP01011,Finance,48,52594,13,51.0,73,No
EMP01012,Marketing,46,61651,14,35.4,52,No
EMP01013,IT,35,131717,3,51.6,67,No
EMP01014,Operations,56,81651,12,35.9,69,No
EMP01015,IT,30,86995,0,35.3,35,No
EMP01016,Finance,54,94990,10,53.6,67,No
EMP01017,Operations,56,137525,18,31.4,55,No
EMP01018,Support,31,32869,6,54.4,66,No
EMP01019,Marketing,27,83963,10,37.8,53,No
EMP01020,HR,56,147138,8,40.3,54,No
EMP01021,Operations,43,138687,19,36.0,77,Yes
EMP01022,Marketing,55,47877,9,40.7,64,No
EMP01023,Marketing,52,126547,14,56.7,81,Yes
EMP01024,IT,39,85784,20,58.7,100,Yes
EMP01025,Support,42,80288,20,48.4,85,Yes
EMP01026,Finance,25,35369,5,40.3,45,No
EMP01027,Finance,39,118117,8,48.2,61,No
EMP01028,Sales,49,127363,11,52.4,75,Yes
EMP01029,Operations,47,46930,5,55.6,54,No
EMP01030,Operations,36,111772,8,58.2,81,Yes
EMP01031,HR,26,52600,5,41.9,39,No
EMP01032,Marketing,51,96884,1,30.8,29,No
EMP01033,Operations,26,38622,8,48.5,51,No
EMP01034,Sales,45,65549,7,37.4,45,No
EMP01035,HR,29,42206,16,55.2,72,No
EMP01036,Support,43,137770,10,55.9,74,No
EMP01037,Operations,55,147533,8,46.5,51,No
EMP01038,Operations,55,48204,18,47.9,88,Yes
EMP01039,Finance,57,82013,16,49.2,83,Yes
EMP01040,Sales,43,88131,17,36.8,57,No
EMP01041,HR,40,72943,13,37.8,57,No
EMP01042,Marketing,21,93592,4,40.3,48,No
EMP01043,Finance,21,115147,15,58.4,88,Yes
EMP01044,IT,21,125384,13,53.9,83,Yes
EMP01045,Marketing,21,96855,11,35.7,70,No
EMP01046,Operations,48,76740,7,34.9,56,No
EMP01047,Sales,45,133583,12,36.6,47,No
EMP01048,Finance,36,92713,19,54.2,98,Yes
EMP01049,IT,39,109994,17,54.3,86,Yes
EMP01050,Sales,25,48908,4,38.7,51,No
EMP01051,IT,60,84345,8,51.0,67,No
EMP01052,HR,41,27542,4,31.5,41,No
EMP01053,Sales,32,38405,9,38.1,63,No
EMP01054,IT,21,55514,2,34.5,38,No
EMP01055,Finance,42,80082,9,53.6,71,No
EMP01056,Support,50,116348,1,39.9,52,No
EMP01057,Marketing,30,32345,8,53.3,56,No
EMP01058,Support,51,48803,6,56.9,61,No
EMP01059,Operations,45,133560,0,33.7,42,No
EMP01060,IT,36,75436,14,37.4,51,No
EMP01061,Sales,50,121380,3,45.6,42,No
EMP01062,Operations,45,114318,9,58.1,66,No
EMP01063,Sales,23,122612,17,45.6,72,No
EMP01064,Operations,40,51047,11,56.6,90,Yes
EMP01065,HR,34,39801,7,49.0,58,No
EMP01066,Support,31,129122,8,47.5,60,No
EMP01067,Sales,36,26170,1,47.4,56,No
EMP01068,IT,59,45315,11,53.1,67,No
EMP01069,Operations,52,36980,19,40.2,87,Yes
EMP01070,Marketing,24,32834,11,49.3,78,Yes
EMP01071,Support,27,41492,15,37.0,69,No
EMP01072,Operations,43,130581,14,52.0,65,No
EMP01073,Sales,45,71945,4,37.5,31,No
EMP01074,IT,49,98272,9,46.3,64,No
EMP01075,Sales,57,49461,17,40.4,82,Yes
EMP01076,IT,38,138726,19,57.4,97,Yes
EMP01077,Finance,25,94617,4,43.5,62,No
EMP01078,Marketing,55,73118,14,30.0,63,No
EMP01079,Support,45,121161,5,56.5,70,No
EMP01080,HR,44,126714,19,37.2,83,Yes
EMP01081,Sales,55,132354,12,35.7,65,No
EMP01082,Operations,56,45202,19,38.5,74,No
EMP01083,HR,41,39478,3,45.7,38,No
EMP01084,IT,29,48414,1,36.1,38,No
EMP01085,Operations,27,29170,18,49.3,82,Yes
EMP01086,HR,52,93920,19,51.0,82,Yes
EMP01087,IT,44,53930,19,51.5,74,No
EMP01088,HR,52,146687,2,44.0,53,No
EMP01089,Operations,44,98140,13,54.7,90,Yes
EMP01090,Operations,24,132956,19,38.0,62,No
EMP01091,Marketing,25,134373,9,32.3,41,No
EMP01092,IT,27,38267,7,45.9,50,No
EMP01093,IT,54,111098,7,47.1,76,No
EMP01094,Support,56,123198,17,42.5,64,No
EMP01095,HR,57,71918,14,51.1,77,Yes
EMP01096,Finance,31,128869,5,46.5,57,No
EMP01097,Finance,31,94979,19,43.3,77,Yes
EMP01098,Sales,56,67553,11,42.4,69,No
EMP01099,Sales,41,104745,7,46.9,51,No
EMP01100,Sales,56,146391,8,40.8,55,No
